username,strMainList,strTagsList,strAtUsersList,retweets
Cc_HUB,"['The', 'last', 'offering', 'from', 'is', 'An', 'introduction', 'to', 'python', 'amp', 'frontend', 'web', 'design', 'for', 'teens']",['GapYearClub'],['RelearnNG'],10
Cc_HUB,"['Hello', 'please', 'send', 'us', 'an', 'email', 'infocchubnigeriacom', 'Thank', 'you']",[],['adeolaoladokun'],0
Cc_HUB,"['Vacancy', 'We', 'are', 'looking', 'for', 'an', 'intern', 'to', 'work', 'as', 'a', 'Field', 'officer', 'to', 'support', 'our', 'Inmarket', 'Project']",[],[],28
Cc_HUB,"['Parents', 'teachers', 'get', 'y']",[],"['relearnNG', 'uxabuja', 'AbujaGSC', 'TLA_Ed', 'YNaijaConnect', 'schoolafrica', 'arirang_ASC', 'NigeriaSN']",4
Cc_HUB,"['Computer', 'programming', 'is']",[],"['relearnNG', 'uxabuja', 'AbujaGSC', 'TLA_Ed', 'YNaijaConnect', 'schoolafrica', 'arirang_ASC', 'NigeriaSN']",3
Cc_HUB,"['Have', 'you', 'got', 'childrenwa']",[],"['relearnNG', 'uxabuja', 'AbujaGSC', 'TLA_Ed', 'YNaijaConnect', 'schoolafrica', 'arirang_ASC', 'NigeriaSN']",2
Cc_HUB,"['Hi', 'The', 'makes', 'a', 'comeback', 'to', 'this', 'November', 'It', 'will', 'feature', 'coding', 'amp', 'animation', 'for', 'ch']","['WeekendClub', 'Abuja']",['relearnNG'],8
Cc_HUB,"['Thank', 'you', 'Top', 'nominated', 'schools', 'will', 'be', 'announced', 'soon', '']","['AfterSchoolClub', 'EdTech']",[],0
Cc_HUB,"['RT', 'Great', 'mentions', 'of', 'the', 'work', 'our', 'investees', 'amp', 'do', 'in', 'Nigeria', 'https']",[],"['OmidyarNetwork', 'Cc_HUB', 'BudgITng', 'hotelsng', 'Andela', 'SaharaReporters']",27
Cc_HUB,"['Hi', 'Emeka', 'thank', 'you', 'for', 'your', 'interest', 'Forward', 'your', 'CV', 'to', 'careerscchubnigeriacom']",[],"['Donxinie', 'relearnNG']",0
Cc_HUB,"['RT', 'Big', 'Pot', 'Truuscore', '1', 'million', 'Teachers', 'emerge', 'as', 'winners', 'of', 'CcHub', 'Diaspora', 'Challenge', '']",[],['innovationville'],7
Cc_HUB,"['RT', 'Find', 'out', 'who', 'won', 'Diaspora', 'Challenge', 'here']",[],"['indigotrust', 'Cc_HUB']",3
Cc_HUB,"['RT', 'Winners', 'of', 'CcHub', 'Diaspora', 'Challenge', 'named']",[],['DisruptAfrica'],3
Cc_HUB,"['We', 'are', 'hiring', 'Join', 'our', 'team', 'as', 'Practice', 'Lead', 'Visit', 'to', 'apply']",['CcHUBJobs'],['relearnNG'],12
Cc_HUB,"['RT', 'Our', 'session', 'is', 'done', 'Thank', 'you', 'to', 'those', 'who', 'attended', 'Heres', 'to', 'the', 'next', 'one']","['Java', 'javanoon']","['Oracle_Africa', 'Cc_HUB']",7
Cc_HUB,"['Limited', 'seats', 'available', 'Sign', 'up', 'now']",['Java'],[],2
Cc_HUB,"['To', 'begin', 'BEGIN']","['MondayMotivation', 'StartupVitamin']",[],8
Cc_HUB,"['To', 'begin', 'BEGIN']","['MondayMotivation', 'StartupVitamin']",[],8
Cc_HUB,"['In', 'a', 'couple', 'of', 'weeks', 'earlystage', 'startups', 'in', 'Nigeria', 'will', 'join', 'us', 'for', 'Learn', 'more']",['LaunchpadStartup'],['googledevs'],8
Cc_HUB,"['With', 'support', 'from']",[],"['relearnNG', 'Oracle_Africa', 'GoogleForEdu', 'TLA_Ed', 'EdUSAAbuja', 'uxabuja', 'Plan_Nigeria', 'Oracle_Africa']",0
Cc_HUB,"['Nominations', 'end', 'Mo']",[],"['relearnNG', 'Oracle_Africa', 'GoogleForEdu', 'TLA_Ed', 'EdUSAAbuja', 'uxabuja', 'Plan_Nigeria', 'oracleafrica']",1
Cc_HUB,"['In', 'addition', 'stude']",[],"['relearnNG', 'Oracle_Africa', 'GoogleForEdu', 'TLA_Ed', 'EdUSAAbuja', 'uxabuja', 'Plan_Nigeria', 'oracleafrica']",0
Cc_HUB,"['Your', 'nomination', 'me']",[],"['relearnNG', 'Oracle_Africa', 'GoogleForEdu', 'TLA_Ed', 'EdUSAAbuja', 'uxabuja', 'Plan_Nigeria', 'oracleafrica']",1
Cc_HUB,"['Nomination', 'slots', 'are', 'still', 'open', 'here', 'for', 'the', 'for', 'secondary', 'scho']",['AfterSchoolClub'],['relearnNG'],4
Cc_HUB,"['RT', 'NEXT', 'WEEK', 'IN', 'THE', 'CORNER', 'Back', 'by', 'popular', 'demand', 'This', 'session', 'will', 'be', 'led', 'by', 'People', 'Director', 'Register', 'her']",[],"['AcCcHUB', 'TounAnjous', 'Cc_HUB']",5
Cc_HUB,"['Big', 'Pot', 'a']",[],"['ABANAngels', 'TechCabal', 'InnovateLagos', 'bellanaija', 'Techzim', 'PulseNigeria247', 'SocialAfrobytes', 'VC4Africa']",6
Cc_HUB,"['We', 'are', 'thrilled', 'to', 'announce', 'the', 'top', 'three', 'selected', 'startups', 'for', 'the', 'CcHUB', 'Diaspora', 'Challenge']",[],[],21
Cc_HUB,"['RT', 'EmPOWER', 'the', 'girl', 'It', 'was', 'great', 'having', 'you', 'in', 'the', 'Corner', 'for', 'Thanks', 'to', 'and', 'https']",['GirlChildDay'],"['AcCcHUB', 'hi_foundation', 'teensed4teens']",6
Cc_HUB,"['RT', 'Today', 'we', 'celebrate', 'the', 'International', 'and', 'our', 'parents', 'at', 'relearn', 'who', 'spend', 'time', 'investing', 'in', 'the', 'educatio']",['DayoftheGirlChild'],['relearnNG'],14
Cc_HUB,"['Currently', 'ongoing', 'follow', 'the', 'conversation', 'live', 'on', 'FaceBook']",['DayoftheGirl'],[],1
Cc_HUB,"['Do', 'you', 'know', 'any', 'school', 'in', 'Abuja']",[],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle', 'Oracle_Africa']",3
Cc_HUB,"['This', 'edition', 'of']",['AfterSchoolClub'],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle', 'Oracle_Africa']",3
Cc_HUB,"['At', 'the', 'student']",['AfterSchoolClub'],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle', 'Oracle_Africa']",3
Cc_HUB,"['At', 'the', 'student']",['AfterSchoolClub'],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle', 'Oracle_Africa']",3
Cc_HUB,"['The', 'will', 'run', 'on']",['AfterSchoolClub'],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle', 'Oracle_Africa']",3
Cc_HUB,"['At', 'the', 'students', 'of', 'the', 'nomina']",['AfterSchoolClub'],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle']",5
Cc_HUB,"['You', 'can', 'nominate', 'a', 'secondary', 'school', 'in', 'Abuja', 'fo']",[],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle']",4
Cc_HUB,"['With', 'support', 'from', 'CcHUBs', 'p']",['EdTech'],"['relearnNG', 'TLA_Ed', 'EdUSAAbuja', 'TeamKano', 'uxabuja', 'AbujaGSC', 'Oracle', 'relearnNG']",4
Cc_HUB,"['Were', 'excited', 'to', 'announce', 'the', 'start', 'of', 'the', 'for', 'secondary', 'school', 'students', 'in', 'Abuja']",['AfterSchoolClub'],['relearnNG'],37
Cc_HUB,"['Looking', 'to', 'scale', 'your', 'earlystage', 'tech', 'startup', 'Sign', 'up', 'for', 'the', 'today']",['LaunchpadStartLagos'],[],8
Cc_HUB,"['Looking', 'to', 'improve', 'your', 'knowledge', 'in', 'Product', 'Strategy', 'UX', 'and', 'UI', 'Sign', 'up', 'for', 'the', 'bootcamp']",['LaunchpadStartLagos'],[],10
Cc_HUB,"['You', 'are', 'never', 'too', 'old', 'to', 'set', 'another', 'goal', 'or', 'dream', 'a', 'new', 'dream']",['MondayMotivation'],[],23
Cc_HUB,['infocchubnigeriacom'],[],"['Ms_Jydh', 'bosuntijani', 'osayomon']",0
Cc_HUB,"['Thank', 'you', 'for', 'reading', 'We', 'are', 'happy', 'to', 'explore', 'collaborative', 'engagements']",[],"['Ms_Jydh', 'bosuntijani', 'osayomon']",0
Cc_HUB,"['to', 'not', 'only', 'use', 'the', 'content', 'but', 'contribute', 'to', 'the', 'dev']",[],"['relearnNG', 'TLA_Ed', 'googleafrica', 'EdUSAAbuja', 'GoogleForEdu']",1
Cc_HUB,"['Imagine', 'the', 'multiplier', 'effect', 'of', 'successfully', 'deploying']",[],"['relearnNG', 'TLA_Ed', 'googleafrica', 'EdUSAAbuja', 'GoogleForEdu']",0
Cc_HUB,"['Its', 'almost', 'weekend', 'Learn', 'about', 'Online', 'Laboratories', 'and', 'Inquiry', 'Learning', 'for', 'STEM', 'Education', 'in', 'Africa']",[],[],8
Cc_HUB,"['RT', 'How', 'to', 'unlock', 'ecommerce', 'in', 'Read', 'this', 'Tales', 'from', 'Isalẹ', 'Eko', 'by', 'Osayomon', 'GaiusObaseki']",['Nigeria'],['bosuntijani'],31
Cc_HUB,"['Looking', 'to', 'scale', 'your', 'earlystage', 'tech', 'startup', 'Sign', 'up', 'for', 'the', 'bootcamp', 'today', 'Learn', 'more']",['LaunchpadStartLagos'],[],25
Cc_HUB,"['If', 'youre', 'looking', 'to', 'improve', 'knowle']",[],"['TechCabal', 'TechWomen', 'StartupGrind', 'InnovateLagos', '_StartupNetwork', 'googledevs']",1
Cc_HUB,"['Were', 'thrilled', 'to', 'announce', 'our', 'part']",[],"['TechCabal', 'TechWomen', 'StartupGrind', 'InnovateLagos', '_StartupNetwork', 'googledevs']",2
Cc_HUB,"['Do', 'you', 'have', 'an', 'earlystage', 'techstartup', 'in', 'Nigeria', 'Sign', 'up', 'for', 'the', 'bootcamp', 'Learn', 'more']",['LaunchpadStartup'],[],47
Cc_HUB,"['RT', 'bold', 'move', 'for', 'STEM', 'Online', 'Laboratories', 'and', 'Inquiry', 'Learning', 'for', 'STEM', 'Education', 'in', 'Africa']",[],"['bosuntijani', 'Cc_HUBs']",8
Cc_HUB,"['RT', 'bold', 'move', 'for', 'STEM', 'Online', 'Laboratories', 'and', 'Inquiry', 'Learning', 'for', 'STEM', 'Education', 'in', 'Africa']",[],"['bosuntijani', 'Cc_HUBs']",8
Cc_HUB,"['Fellow', 'patriots', 'lets', 'keep', 'working', 'in', 'unity', 'peace', 'and', 'love', 'to', 'make', 'our', 'great', 'nation', 'truly', 'Independent']",[],[],7
Cc_HUB,"['You', 'go', 'Boss', '', '', 'because', 'opportunities', 'to', 'learn', 'are', 'limitless']",['InPursuitOfExcellence'],['bosuntijani'],2
Cc_HUB,"['Termii', 'We', 'created', 'an', 'easy', 'to', 'use', 'web', 'platform', 'that', 'helps', 'retailers', 'increase', 'customer', 'retention', 'throu']",[],['EduskoAfrica'],1
Cc_HUB,"['RT', 'Roland', 'Okeke', '', 'Founder', 'of', 'Centertools', 'A', 'school', 'management', 'system', 'that', 'can', 'be', 'managed', 'offline', '']",['TNEdemoday'],['TheNext_Economy'],2
Cc_HUB,"['RT', 'Using', 'technology', 'to', 'solve', 'the', 'problems', 'in', 'the', 'fashion', 'industry', '', 'Achu', 'Blessing', 'Ebere', 'Founder', 'of']",[],['TheNext_Economy'],3
Cc_HUB,"['Edusko', 'In', 'deciding', 'the', 'school', 'your', 'kids', 'go', 'to', 'all', 'power', 'belongs', 'to', 'the', 'parents', '', 'Jide', 'Ayegbusi']",['NEDemoDay2017'],[],1
Cc_HUB,"['RT', 'Steven', 'nwadike', '', 'Co', 'founder', 'of', 'cameramanng', 'is', 'creating', 'a', 'hub', 'where', 'you', 'can', 'find', 'trusted', 'camera', 'men', 'for', 'all', 'events']",['T'],['TheNext_Economy'],3
Cc_HUB,"['Lawstrive', 'We', 'built', 'a', 'platform', 'to', 'enable', 'our', 'users', 'access', 'pro', 'bono', 'legal', 'rights', 'and', 'also', 'resolve', 'their', 'legal', 'issues']",[],[],9
Cc_HUB,"['We', 'are', 'live', 'Watch', 'the', 'latest', 'batch', 'of', 'the', 'graduands', 'demo', 'their', 'products', 'here']",['NEDemoDay2017'],[],2
Cc_HUB,"['The', 'Demo', 'Day', 'for', 'the', 'Next', 'Economy', 'is', 'today', 'Join', 'us', 'as', 'the', '2017', 'batch', 'of', 'the', 'programme', 'demo', 'their', 'products', 'Sign', 'up']",[],[],7
Cc_HUB,"['The', 'Next', 'Economy', 'Demo', 'Day', 'will', 'be', 'broadcast', 'live', 'on', 'our', 'Facebook', 'page', '', 'tomorrow', 'Join', 'us']",[],[],1
Cc_HUB,"['The', 'Demo', 'Day', 'for', 'the', 'Next', 'Economy', 'is', 'here', 'Join', 'us', 'as', 'the', '2017', 'batch', 'of', 'the', 'programme', 'demo', 'their', 'products', 'Sign', 'up']",[],[],9
Cc_HUB,"['RT', 'Join', 'us', 'as', 'we', 'discuss', 'back', 'to', 'school', 'experiences', 'look', 'at', 'tech', 'tools', 'and', 'examine', 'content', 'delivery', 'styles', '', 'RSVP', '']",[],['relearnNG'],9
Cc_HUB,"['RT', 'Good', 'morning', 'We', 'are', 'starting', 'soon', 'If', 'you', 'cant', 'make', 'it', 'we', 'will', 'be', 'streaming', 'live', 'on', 'our', 'Facebook', 'page']",[],['AcCcHUB'],3
Cc_HUB,"['Thank', 'you', 'for', 'following', 'More', 'partnerships', 'between', 'startups', 'and', 'corporates', 'can', 'ac']",['UBNStartupConnect'],['UNIONBANK_NG'],1
Cc_HUB,"['7', 'other', 'startups', 'have', 'been', 'shortlisted', 'to', 'enter', 'into', 'collaboration', 'discussions', 'with', 'the', 'bankCongratu']",[],['UNIONBANK_NG'],1
Cc_HUB,"['The', 'top', '3', 'startups', 'that', 'would', 'be', 'engaged', 'in', 'the', 'short', 'term', 'by', 'the', 'bank', 'include', '', '1', '2']",[],"['UNIONBANK_NG', 'Accounteer']",14
Cc_HUB,"['1', 'Startups', 'who', 'would', 'help', 'with', 'with', 'internal', 'processes', '2', 'Startups', 'who', 'would', 'help', 'achieve', 'business', 'objectives']",[],['UNIONBANK_NG'],1
Cc_HUB,"['After', 'a', '30', 'minutes', 'recess', 'the', 'Union', 'Bank', 'and', 'CcHUB', 'review', 'team', 'has', 'categorized', 'the', 'startups', 'into', 'two', 'categories']",[],['UNIONBANK_NG'],1
Cc_HUB,"['After', 'a', '30', 'minutes', 'recess', 'the', 'Union', 'Bank', 'and', 'CcHUB', 'review', 'team', 'has', 'categorized', 'the', 'startups', 'into', 'two', 'categories']",[],['UNIONBANK_NG'],1
Cc_HUB,"['12', '', 'a', 'peer', 'to', 'peer', 'banking', 'platform', 'that', 'automates', 'cooperatives']",['UbnStartupConnect'],"['UNIONBANK_NG', 'Ribyfinance']",8
Cc_HUB,"['11', '', 'A', 'cloud', 'based', 'solution', 'that', 'automates', 'school', 'processes']",['UbnStartupConnect'],"['UNIONBANK_NG', 'EdvesSuite']",8
Cc_HUB,"['10', 'The', 'largest', 'ebooking', 'platform', 'for', 'hotels', 'in', 'Nigeria']",['UbnStartupConnect'],"['UNIONBANK_NG', 'hotelsng', 'UNIONBANK_NG']",2
Cc_HUB,"['9', '', 'The', 'fast', 'growing', 'online', 'platform', 'that', 'connects', 'interns', 'with', 'employers']",[],"['UNIONBANK_NG', 'stutern']",4
Cc_HUB,"['8', 'StoreHarmony', '', 'A', 'solution', 'that', 'helps', 'SMEs', 'manage', 'sales', 'payments', 'and', 'inventory']",['UbnStartupConnect'],['UNIONBANK_NG'],3
Cc_HUB,"['7', 'MPAYING', '', 'An', 'agent', 'banking', 'network', 'for', 'the', 'banked', 'and', 'unbanked']",['UbnStartupConnect'],"['UNIONBANK_NG', 'UNIONBANK_NG']",3
Cc_HUB,"['5', 'MAXng', '', 'An', 'ondemand', 'mobility', 'startup', 'that', 'delivers', 'packages', 'in', 'Lagos', 'within', '30', 'minutes']",['UbnStartupConnect'],"['UNIONBANK_NG', 'UNIONBANK_NG']",0
Cc_HUB,"['4', '', 'The', 'one', 'stop', 'hub', 'for', 'all', 'things', 'legal', 'in', 'Africa']",['UbnStartupConnect'],['DIYlawNG'],0
Cc_HUB,"['6', 'Lucyng', '', 'An', 'online', 'gifts', 'superstore', 'for', 'seasons', 'occasions', 'and', 'events']",['UbnStartupConnect'],[],1
Cc_HUB,"['3', '', 'A', 'startup', 'that', 'has', 'built', 'an', 'end', 'to', 'end', 'system', 'that', 'generates', 'distributes', 'and', 'redeems', 'vouchers']",[],['suregifts_ng'],1
Cc_HUB,"['2', 'Taja', 'a', 'MPOS', 'cloudbased', 'solution', 'that', 'helps', 'retailers', 'track', 'inventory', 'and', 'manage', 'sales', 'from', 'their', 'mobile', 'phones']",[],[],11
Cc_HUB,"['The', 'first', 'startup', 'is', 'An', 'accounting', 'solution', 'for', 'SMEs', 'with', 'customers', 'in', '68', 'countries']",['UbnStartupConnect'],['Accounteer'],7
Cc_HUB,"['Over', '500', 'applications', 'were', 'received', '12', 'startups', 'made', 'the', 'shortlist', 'and', 'would', 'be', 'pitching', 'to', 'Union', 'B']",[],['UNIONBANK_NG'],6
Cc_HUB,"['StarupConnect', 'about', 'to', 'get', 'underway', '12', 'startups', 'would', 'be', 'pitching', 'to', 'engineer', 'a', 'partnership', 'with']",[],['UNIONBANK_NG'],10
Cc_HUB,"['This', 'applies', 'to', 'Kindly', 'RT']",['ABUJA'],[],23
Cc_HUB,"['Hello', 'kindly', 'send', 'an', 'email', 'to', 'infocchubnigeriacom']",[],"['abeltolu', 'tradersofafrica', 'abeltolu']",0
Cc_HUB,"['Interested', 'or', 'need', 'more', 'information', 'Do', 'send', 'an', 'email', 'to', 'infocchubnigeriacom']",['InMarket'],[],2
Cc_HUB,"['5', 'Business', 'owners', 'willing', 'to', 'commit', 'to', 'fortnightly', 'sessions', 'for', '3', 'months']",['InMarket'],[],1
Cc_HUB,"['4', 'Keen', 'entrepreneurs', 'who', 'are', 'looking', 'to', 'reach', 'new', 'customers', 'through', 'Ecommerce']",['InMarket'],[],1
Cc_HUB,"['4', 'Keen', 'entrepreneurs', 'who', 'are', 'looking', 'to', 'reach', 'new', 'customers', 'through', 'Ecommerce']",['InMarket'],[],1
Cc_HUB,"['3', 'Businesses', 'that', 'make', 'a', 'minimum', 'of', 'approximately', 'N50000', 'weekly']",['InMarket'],[],2
Cc_HUB,"['2', 'Businesses', 'that', 'stock', 'quantities', 'of', 'their', 'products', 'in', 'bulkwholesale', 'quantities']",['InMarket'],[],1
Cc_HUB,"['Who', 'should', 'plug', 'into', '1', 'Entrepreneurs', 'that', 'operate', 'business', 'in', 'traditional', 'market', 'spaces', 'like', 'Yaba', 'Tejuosho', 'Alade', 'Balogun', 'etc']",['InMarket'],[],1
Cc_HUB,"['', 'despite', 'the', 'structural', 'challenges', 'of', 'inadequate', 'roads', 'electricity', 'internet', 'penetration', 'and', 'attendant', 'laws']",['InMarket'],[],1
Cc_HUB,"['Ecommerce', 'has', 'contributed', 'to', 'better', 'commerce', 'in', 'Nigeria', 'allowing', 'better', 'product', 'reach', 'and', 'discovery', '']",['InMarket'],[],10
Cc_HUB,"['With', 'the', 'intent', 'of', 'aiding', 'merchants', 'understanding', 'of', 'the', 'significance', 'and', 'interactions', 'between', 'the', 'different', 'players', 'in', 'Ecommerce']",['InMarket'],[],2
Cc_HUB,"['will', 'consist', 'of', 'ecommerce', 'platform', 'onboarding', 'amp', 'training', 'as', 'well', 'as', 'sessions', 'covered', 'by', 'Key', 'players', 'in', 'the', 'Ecosystem']",['InMarket'],[],1
Cc_HUB,"['for', 'all', 'aspects', 'of', 'their', 'business', 'ie', 'logistics', 'supplies', 'sales', 'by', 'leveraging', 'technology']",['InMarket'],[],1
Cc_HUB,"['', 'who', 'trade', 'in', 'the', 'open', 'markets', 'to', 'understand', 'and', 'competitively', 'participate', 'in', 'ecommerce']",['InMarket'],[],2
Cc_HUB,"['is', 'an', 'ecosystem', 'initiative', 'designed', 'to', 'build', 'the', 'capacity', 'of', 'traditional', 'traders', 'and', 'businesses']",['InMarket'],[],3
Cc_HUB,"['is', 'a', 'program', 'aimed', 'at', 'bringing', 'traditional', 'merchants', 'who', 'are', 'excluded', 'from', 'ecommerce', 'to', 'successfully', 'understand', 'its', 'ecosystem']",['InMarket'],[],2
Cc_HUB,"['To', 'the', 'more', 'refined', 'ecommerce', 'platforms', 'In', 'comes', 'CcHUBs', 'FinTech', 'practice', '']",['InMarket'],[],1
Cc_HUB,"['Over', 'the', 'years', 'the', 'art', 'and', 'science', 'of', 'the', 'trade', 'has', 'evolved', 'from', 'the', 'trade', 'by', 'barter', 'system']",['InMarket'],[],1
Cc_HUB,"['It', 'could', 'have', 'been', 'when', 'you', 'traded', 'your', 'fully', 'packed', 'deluxe', 'lunch', 'pack', 'with', 'your', 'buddy', 'for', 'the', 'latest', 'comic', 'book', 'or', 'novel']",['InMarket'],[],1
Cc_HUB,"['Lets', 'tell', 'you', 'about', 'InMarket', 'At', 'one', 'point', 'in', 'your', 'life', 'you', 'did', 'engage', 'in', 'some', 'kind', 'of', 'trade', 'Yes', 'or', 'yes']",[],[],9
Cc_HUB,"['RT', 'honeyOgundeyi', 'amp', 'discuss', 'funding', 'for', 'tech', 'startups', 'and', 'more', 'with', 'Cofounder']",[],"['ndaniTV', 'TunjiAndrews', 'Cc_HUB', 'TunjiEleso']",55
Cc_HUB,"['Lets', 'create', 'our', 'future', '', 'we', 'do', 'not', 'have', 'to', 'wait', 'to', 'be', 'featured', 'in', 'it', '', 'bosuntijani']",[],[],33
Cc_HUB,"['We', 'are', 'proud', 'to', 'see', 'and', 'be', 'a', 'part', 'of', 'the', 'progressive', 'startup', 'accelerators', 'across', 'Africa', 'empowering', 'tech', 'amp', 'talents']",[],[],29
Cc_HUB,"['Throwback', 'to', 'the', 'first', 'day', 'the', '14', 'set', 'out', 'to', 'explore', 'frontier', 'markets', 'in']","['PitchDrive', 'London']",[],4
Cc_HUB,"['Throwback', 'to', 'the', 'first', 'day', 'the', '14', 'set', 'out', 'to', 'explore', 'frontier', 'markets', 'in']","['PitchDrive', 'London']",[],4
Cc_HUB,"['RT', 'Our', 'team', 'joined', 'the', 'tour', 'in', 'London', 'amp', 'Paris', 'and', 'met', '14', 'great', '', 'Our', 'key', 'takeways', 'here', '']","['PitchDrive', 'Africa', 'startups']",['MaxBayen'],12
Cc_HUB,"['The', 'season', 'finale', 'for', 'the', 'drops', 'with', 'bars', 'of', 'pitch', 'rap', 'from', 'the', 'crew', 'and', 'an', 'award', 'ceremony']",['TalesFromPitchDrive'],[],7
Cc_HUB,"['RT', 'Did', 'you', 'miss', 'Here', 'are', 'our', 'takeaways', 'from', 'the', 'amp', 'tour']","['PitchDrive', 'London', 'Paris']",['AjadiSam'],5
Cc_HUB,"['Learn', 'mo']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",4
Cc_HUB,"['CcHUB', 'is']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",2
Cc_HUB,['Centerto'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",1
Cc_HUB,['SabiApp'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",5
Cc_HUB,"['Riby', 'ena']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",5
Cc_HUB,['Camerama'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",6
Cc_HUB,"['360', 'Crea']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",3
Cc_HUB,['Lawstriv'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",6
Cc_HUB,['SkoolKiv'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",4
Cc_HUB,"['Edusko', 'c']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",4
Cc_HUB,['UrbanHub'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",6
Cc_HUB,"['Termii', 'h']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",18
Cc_HUB,['Slidesaf'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",3
Cc_HUB,"['The', 'star']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",4
Cc_HUB,"['Over', 'the']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",4
Cc_HUB,"['We', 'recei']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",4
Cc_HUB,"['We', 'recei']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",4
Cc_HUB,['The'],[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",1
Cc_HUB,"['The', 'resu']",[],"['slidesafeng', 'Ribyfinance', 'termii_network', 'urbanhub_co', 'skoolkive', 'EduskoAfrica', 'LawStrive', '360creativehub']",2
Cc_HUB,"['CcHUB', 'supported', 'by', 'Enviu', 'set', 'out', 'to', 'identify', 'and', 'engage', 'with', 'techdriven', 'startups', 'addressing', 'social', 'amp', 'environmental']",[],[],20
Cc_HUB,"['RT', 'Gebeya', 'Launches', 'Developers', 'Marketplace', 'Platform', 'in', 'the', 'UK', 'Read', 'More']","['GebeyaLondon', 'GebeyaTale']",['GebeyaTalent'],6
Cc_HUB,"['Big', 'thumbs', 'up', 'to', 'all', 'the', '5', 'cities', 'that', 'welcomed', 'us', 'listened', 'to', 'us', 'and', 'supported', 'us', 'during', 'Thank', 'You']",['PitchDrive'],[],33
Cc_HUB,"['Au', 'revoir', 'We', 'look', 'forward', 'to', 'more', 'investments', 'collaboration', 'and', 'a', 'lot', 'more', 'in', 'the', 'near', 'future']",['Paris'],[],7
Cc_HUB,"['Seen', 'Episode', '7', 'of', 'the', 'Subscribe', 'and', 'answer', 'these', 'questions', 'on', 'YouTube', 'to', 'win']",['TalesFromPitchDrive'],[],4
